lemma,pos,other_verified_pos,verified_by,oxford_levels_same_pos,oxford_entry,octanove_level,cefrj_level,disagreement,corpus,efllex_word,efllex_pos,efllex_match,efllex_a1,efllex_a2,efllex_b1,efllex_b2,efllex_c1,efllex_total,efllex_nb_doc,efllex_first_level,efllex_b2c1_share,zipf
postpone,verb,,oxford5000,c1,postpone,,B2,cefrj:B2,efllex,postpone,verb,lemma+pos,0.0,0.0,0.296,0.0,0.0,0.0314,1,B1,0.0,3.48
practitioner,noun,,oxford5000,c1,practitioner,C2,,,efllex,practitioner,noun,lemma+pos,0.0,0.0,0.0,0.3933,0.0,0.0943,3,B2,1.0,3.63
preach,verb,,oxford5000,c1,preach,C1,,,wordfreq,,,,,,,,,,,,,3.69
precedent,noun,,oxford5000,c1,precedent,,,,wordfreq,,,,,,,,,,,,,3.78
precision,noun,,oxford5000,c1,precision,C1,,,efllex,precision,noun,lemma+pos,0.0,0.0,0.0,0.0,0.6091,0.0803,1,C1,1.0,4.01
predator,noun,,oxford5000,c1,predator,,,,efllex,predator,noun,lemma+pos,0.0,0.0,0.0,0.1311,3.6378,0.7506,4,B2,1.0,3.71
predecessor,noun,,oxford5000,c1,predecessor,"C1,C2",,,wordfreq,,,,,,,,,,,,,3.82
predominantly,adverb,,oxford5000,c1,predominantly,,,,wordfreq,,,,,,,,,,,,,3.8
pregnancy,noun,,oxford5000,c1,pregnancy,,,,efllex,pregnancy,noun,lemma+pos,0.0,0.0,0.0,0.0,6.0475,0.9989,2,C1,1.0,4.33
prejudice,noun,,oxford5000,c1,prejudice_1,,B1,cefrj:B1,wordfreq,,,,,,,,,,,,,3.79
preliminary,adjective,,oxford5000,c1,preliminary_1,,B2,cefrj:B2,wordfreq,,,,,,,,,,,,,4.16
premier,noun,adjective,octanove,,,C1,,,efllex,premier,noun,lemma+pos,0.0,0.0,0.0,0.8294,0.0,0.2268,1,B2,1.0,4.56
premise,noun,,oxford5000,c1,premise,C1,,,efllex,premise,noun,lemma+pos,0.0,0.0,0.296,0.0,0.6091,0.5862,2,B1,0.673,3.82
premium,noun,,oxford5000,c1,premium_1,,,,wordfreq,,,,,,,,,,,,,4.33
prescribe,verb,,oxford5000,c1,prescribe,,B2,cefrj:B2,efllex,prescribe,verb,lemma+pos,0.0,0.0,0.0,0.8294,1.6303,0.6803,2,B2,1.0,3.39
prescription,noun,,oxford5000,c1,prescription,,B1,cefrj:B1,efllex,prescription,noun,lemma+pos,0.0,0.0,0.0,0.8294,1.6303,0.6803,3,B2,1.0,4.0
presently,adverb,,oxford5000,c1,presently,,,,efllex,presently,adverb,lemma+pos,0.0,0.0,0.0,0.1311,0.0,0.0314,1,B2,1.0,3.72
preservation,noun,,oxford5000,c1,preservation,,B1,cefrj:B1,efllex,preservation,noun,lemma+pos,0.0,0.0,0.0,0.4103,0.8152,0.7357,2,B2,1.0,4.01
preside,verb,,oxford5000,c1,preside,,,,wordfreq,,,,,,,,,,,,,2.99
presidency,noun,,oxford5000,c1,presidency,,B2,cefrj:B2,wordfreq,,,,,,,,,,,,,4.16
presidential,adjective,,oxford5000,c1,presidential,,B2,cefrj:B2,efllex,presidential,adjective,lemma+pos,0.0,0.0,0.0,0.0,0.6091,0.0803,1,C1,1.0,4.52
prestigious,adjective,,oxford5000,c1,prestigious,,B2,cefrj:B2,efllex,prestigious,adjective,lemma+pos,0.0,0.0,0.0,0.0,6.0716,1.0669,3,C1,1.0,3.86
presumably,adverb,,oxford5000,c1,presumably,,B2,cefrj:B2,efllex,presumably,adverb,lemma+pos,0.0,0.5074,0.0,0.0,4.6544,1.1312,3,A2,0.902,4.06
presume,verb,,oxford5000,c1,presume,,,,efllex,presume,verb,lemma+pos,0.0,0.0,0.0,0.8294,0.0,0.2268,1,B2,1.0,3.62
prevail,verb,,oxford5000,c1,prevail,,B2,cefrj:B2,wordfreq,,,,,,,,,,,,,3.55
prevalence,noun,,oxford5000,c1,prevalence,,,,wordfreq,,,,,,,,,,,,,3.66
prevention,noun,,oxford5000,c1,prevention,,B2,cefrj:B2,efllex,prevention,noun,lemma+pos,0.0,0.0,0.0,0.8294,2.4455,0.9071,4,B2,1.0,4.28
prey,noun,,oxford5000,c1,prey_1,,,,wordfreq,,,,,,,,,,,,,3.98
principal,noun,,oxford5000,c1,principal_2,,B2,cefrj:B2,efllex,principal,noun,lemma+pos,0.0,0.0,0.1675,0.0,1.8714,1.002,3,B1,0.918,4.52
privatization,noun,,oxford5000,c1,privatization,,,,wordfreq,,,,,,,,,,,,,3.27
privilege,noun,,oxford5000,c1,privilege_1,,B2,cefrj:B2,efllex,privilege,noun,lemma+pos,0.0,0.0,0.0,0.0,5.0999,0.6962,2,C1,1.0,4.2
privileged,adjective,,octanove,,,C1,,,efllex,privileged,adjective,lemma+pos,0.0,0.0,0.0,0.0,0.9605,0.0717,1,C1,1.0,3.81
probe,noun,verb,oxford5000,c1,probe_1,,B2,cefrj:B2,efllex,probe,noun,lemma+pos,0.0,0.0,0.0,0.8294,0.1559,0.5394,2,B2,1.0,3.99
problematic,adjective,,oxford5000,c1,problematic,,,,efllex,problematic,adjective,lemma+pos,0.0,0.0,0.0,0.0,0.6091,0.0803,1,C1,1.0,3.87
proceeding,noun,,oxford5000,c1,proceeding,,,,wordfreq,,,,,,,,,,,,,3.66
proceeds,noun,,oxford5000,c1,proceeds,,,,efllex,proceeds,noun,lemma+pos,0.0,0.0,0.0,0.4103,0.0,0.0803,1,B2,1.0,4.05
processing,noun,,oxford5000,c1,processing,,,,efllex,processing,noun,lemma+pos,0.0,0.0,0.0,0.0,0.1804,0.045,1,C1,1.0,4.46
processor,noun,,oxford5000,c1,processor,,,,efllex,processor,noun,lemma+pos,0.0,0.0,0.0,0.0,3.3326,0.611,2,C1,1.0,3.87
proclaim,verb,,oxford5000,c1,proclaim,,B1,cefrj:B1,wordfreq,,,,,,,,,,,,,3.27
productive,adjective,,oxford5000,c1,productive,,B1,cefrj:B1,efllex,productive,adjective,lemma+pos,0.0,0.0,1.3622,6.8675,0.6091,2.7301,5,B1,0.846,4.22
productivity,noun,,oxford5000,c1,productivity,,,,wordfreq,,,,,,,,,,,,,4.15
professionalism,noun,,octanove,,,C1,,,efllex,professionalism,noun,lemma+pos,0.0,0.0,0.0,0.1311,0.0,0.0314,1,B2,1.0,3.4
profitable,adjective,,oxford5000,c1,profitable,,B2,cefrj:B2,efllex,profitable,adjective,lemma+pos,0.0,0.0,2.7244,0.3154,9.9241,4.0477,6,B1,0.79,4.03
profound,adjective,,oxford5000,c1,profound,C1,,,efllex,profound,adjective,lemma+pos,0.0,0.0,0.0,6.2896,11.8098,5.1576,8,B2,1.0,3.94
prohibitive,adjective,,octanove,,,C1,,,efllex,prohibitive,adjective,lemma+pos,0.0,0.0,0.0,0.0,0.6091,0.0803,1,C1,1.0,2.95
projection,noun,,oxford5000,c1,projection,,B2,cefrj:B2,wordfreq,,,,,,,,,,,,,3.79
prominent,adjective,,oxford5000,c1,prominent,,B1,cefrj:B1,efllex,prominent,adjective,lemma+pos,0.0,0.0,0.0,1.6588,0.0,0.4535,2,B2,1.0,4.33
pronounced,adjective,,oxford5000,c1,pronounced,,,,wordfreq,,,,,,,,,,,,,4.06
prop,noun,,octanove,,,C1,,,efllex,prop,noun,lemma+pos,0.0,0.0,0.0,0.0,0.8152,0.2268,1,C1,1.0,3.77
propaganda,noun,,oxford5000,c1,propaganda,,,,wordfreq,,,,,,,,,,,,,4.17
proposition,noun,,oxford5000,c1,proposition_1,C2,,,wordfreq,,,,,,,,,,,,,3.85
prosecute,verb,,oxford5000,c1,prosecute,,B2,cefrj:B2,efllex,prosecute,verb,lemma+pos,0.0,0.0,0.0,5.9356,0.0,1.3351,3,B2,1.0,3.54
prosecution,noun,,oxford5000,c1,prosecution,,,,efllex,prosecution,noun,lemma+pos,0.0,0.0,0.0,0.0,0.8152,0.2268,1,C1,1.0,4.06
prosecutor,noun,,oxford5000,c1,prosecutor,,,,wordfreq,,,,,,,,,,,,,3.94
prospective,adjective,,oxford5000,c1,prospective,C1,,,efllex,prospective,adjective,lemma+pos,0.0,0.0,0.0,0.4103,0.8152,0.7357,2,B2,1.0,3.87
prosperity,noun,,oxford5000,c1,prosperity,,B1,cefrj:B1,efllex,prosperity,noun,lemma+pos,0.0,0.0,0.0,9.5461,3.3326,3.3251,6,B2,1.0,3.91
protagonist,noun,,octanove,,,C1,,,efllex,protagonist,noun,lemma+pos,0.0,0.0,0.0,0.0,1.6303,0.4535,2,C1,1.0,3.67
protective,adjective,,oxford5000,c1,protective,,B1,cefrj:B1,efllex,protective,adjective,lemma+pos,0.0,0.0,0.0,0.1486,0.6091,0.7094,2,B2,1.0,4.13
protocol,noun,,oxford5000,c1,protocol,,,,wordfreq,,,,,,,,,,,,,4.15
province,noun,,oxford5000,c1,province,,B2,cefrj:B2,efllex,province,noun,lemma+pos,2.4671,0.887,0.0,0.0,4.923,2.2215,4,A1,0.595,4.47
provincial,adjective,,oxford5000,c1,provincial_1,C2,,,wordfreq,,,,,,,,,,,,,4.08
provision,noun,,oxford5000,c1,provision_1,,B2,cefrj:B2,efllex,provision,noun,lemma+pos,0.0,0.0,0.0,0.8294,0.0,0.2268,1,B2,1.0,4.14
provoke,verb,,oxford5000,c1,provoke,C1,,,efllex,provoke,verb,lemma+pos,0.0,0.0,0.0,0.0,0.8152,0.2268,1,C1,1.0,3.5
psychiatric,adjective,,oxford5000,c1,psychiatric,C1,,,efllex,psychiatric,adjective,lemma+pos,0.0,0.0,0.0,0.1012,0.0,0.0812,1,B2,1.0,3.87
psychiatrist,noun,,octanove,,,C1,,,efllex,psychiatrist,noun,lemma+pos,0.0,0.0,2.5892,0.6749,0.0,0.675,2,B1,0.207,3.7
pulse,noun,,oxford5000,c1,pulse_1,,B2,cefrj:B2,wordfreq,,,,,,,,,,,,,4.06
pump,verb,noun,oxford5000,c1,pump_1,,,,efllex,pump,verb,lemma+pos,0.0,0.0,0.0,0.0,13.119,1.7879,4,C1,1.0,4.28
punch,verb,noun,oxford5000,c1,punch_1,,B2,cefrj:B2,efllex,punch,verb,lemma+pos,0.0,0.0,0.5308,0.4103,0.0,0.4465,2,B1,0.436,4.32
puzzle,verb,,octanove,,,C1,,,efllex,puzzle,verb,lemma+pos,0.0,0.0,0.0,47.099,27.3488,19.4568,24,B2,1.0,3.96
query,noun,,oxford5000,c1,query_1,,B2,cefrj:B2,efllex,query,noun,lemma+pos,0.0,0.0,2.5892,0.4103,0.1559,1.3654,3,B1,0.179,3.64
quest,noun,,oxford5000,c1,quest_1,C1,,,efllex,quest,noun,lemma+pos,0.0,0.0,0.0,0.0,0.8152,0.2268,1,C1,1.0,4.27
quip,noun,,octanove,,,C1,,,efllex,quip,noun,lemma+pos,0.0,0.0,0.0,0.0,0.1804,0.045,1,C1,1.0,2.67
quota,noun,,oxford5000,c1,quota,,,,efllex,quota,noun,lemma+pos,0.0,0.0,0.0,0.0,0.1804,0.045,1,C1,1.0,3.53
radical,adjective,,oxford5000,c1,radical_1,,,,efllex,radical,adjective,lemma+pos,0.0,0.0,0.0,0.3154,8.8406,2.775,4,B2,1.0,4.33
rage,noun,,oxford5000,c1,rage_1,,B1,cefrj:B1,efllex,rage,noun,lemma+pos,0.0,0.0,0.0,0.8294,2.807,0.9128,4,B2,1.0,4.11
raid,noun,verb,oxford5000,c1,raid_1,,,,efllex,raid,noun,lemma+pos,0.0,0.0,0.0,0.8294,0.8152,0.4535,2,B2,1.0,4.19
rally,noun,verb,oxford5000,c1,rally_1,,B2,cefrj:B2,wordfreq,,,,,,,,,,,,,4.34
ranking,noun,,oxford5000,c1,ranking_1,,,,wordfreq,,,,,,,,,,,,,4.19
rarity,noun,,octanove,,,C1,,,efllex,rarity,noun,lemma+pos,0.0,0.0,0.0,0.0,0.1559,0.0314,1,C1,1.0,3.36
ratio,noun,,oxford5000,c1,ratio,,,,wordfreq,,,,,,,,,,,,,4.37
rational,adjective,,oxford5000,c1,rational,,B1,cefrj:B1,wordfreq,,,,,,,,,,,,,4.06
readily,adverb,,oxford5000,c1,readily,,B2,cefrj:B2,efllex,readily,adverb,lemma+pos,0.0,0.0,0.0,2.7716,0.0,0.5862,2,B2,1.0,3.93
realism,noun,,octanove,,,C1,,,efllex,realism,noun,lemma+pos,0.0,0.0,0.0,0.3154,0.0,0.045,1,B2,1.0,3.69
realization,noun,,oxford5000,c1,realization,,B2,cefrj:B2,efllex,realization,noun,lemma+pos,0.0,0.0,1.3622,0.0,9.9454,2.4834,4,B1,0.88,3.72
realm,noun,,oxford5000,c1,realm,,,,wordfreq,,,,,,,,,,,,,4.06
reap,verb,,octanove,,,C1,,,efllex,reap,verb,lemma+pos,0.0,0.0,0.0,0.0,0.1559,0.0314,1,C1,1.0,3.53
rear,adjective,noun,oxford5000,c1,rear_1,,B2,cefrj:B2,efllex,rear,adjective,lemma+pos,0.0,0.0,1.6375,0.0,0.0,0.2268,1,B1,0.0,4.43
reasoning,noun,,oxford5000,c1,reasoning,,,,efllex,reasoning,noun,lemma+pos,2.8386,0.0,0.0,0.0,0.6091,0.3133,2,A1,0.177,4.01
reassure,verb,,oxford5000,c1,reassure,C1,,,efllex,reassure,verb,lemma+pos,0.0,0.0,0.0,2.6995,0.0,0.2295,4,B2,1.0,3.3
rebel,noun,,oxford5000,c1,rebel_1,,B2,cefrj:B2,efllex,rebel,noun,lemma+pos,0.0,0.0,0.0,0.0,50.5971,6.1521,9,C1,1.0,4.08
rebellion,noun,,oxford5000,c1,rebellion,,,,wordfreq,,,,,,,,,,,,,3.94
recharge,verb,,octanove,,,C1,,,efllex,recharge,verb,lemma+pos,0.0,0.0,0.0,0.4103,0.8152,0.7357,2,B2,1.0,3.4
recipient,noun,,oxford5000,c1,recipient,,,,wordfreq,,,,,,,,,,,,,3.94
recognizable,adjective,,octanove,,,C1,,,efllex,recognizable,adjective,lemma+pos,0.0,0.0,0.0,0.3154,0.9605,0.6483,2,B2,1.0,3.45
reconstruction,noun,,oxford5000,c1,reconstruction,,,,efllex,reconstruction,noun,lemma+pos,0.0,0.0,0.0,0.0,0.8152,0.2268,1,C1,1.0,3.96
recount,verb,,oxford5000,c1,recount1,,,,wordfreq,,,,,,,,,,,,,3.24
referendum,noun,,oxford5000,c1,referendum,,,,efllex,referendum,noun,lemma+pos,0.0,0.0,0.0,0.0,0.1559,0.0314,1,C1,1.0,3.98
reflection,noun,,oxford5000,c1,reflection,,B1,cefrj:B1,efllex,reflection,noun,lemma+pos,0.0,0.2879,0.5308,0.6749,7.9678,3.8733,6,A2,0.913,4.17
reform,noun,verb,oxford5000,c1,reform_1,,B2,cefrj:B2,wordfreq,,,,,,,,,,,,,4.53
refreshing,adjective,,octanove,,,C1,,,efllex,refreshing,adjective,lemma+pos,0.0,0.0,0.0,0.8294,0.8152,0.4535,2,B2,1.0,3.83
refuge,noun,,oxford5000,c1,refuge,,B2,cefrj:B2,efllex,refuge,noun,lemma+pos,0.0,0.0,0.0,0.0,6.9854,1.2795,3,C1,1.0,3.91
refusal,noun,,oxford5000,c1,refusal,,B1,cefrj:B1,efllex,refusal,noun,lemma+pos,0.0,0.0,0.0,0.6524,4.2661,1.5112,4,B2,1.0,3.83
regain,verb,,oxford5000,c1,regain,,B1,cefrj:B1,efllex,regain,verb,lemma+pos,0.0,0.0,0.296,10.4585,6.7953,5.0657,8,B1,0.983,3.73
regardless,adverb,,oxford5000,c1,regardless,,B2,cefrj:B2,efllex,regardless,adverb,lemma+pos,0.0,0.0,0.5308,0.8294,0.6091,1.041,3,B1,0.73,4.48
regime,noun,,oxford5000,c1,regime,,B2,cefrj:B2,efllex,regime,noun,lemma+pos,0.0,0.0,0.0,0.1311,0.0,0.0314,1,B2,1.0,4.3
regulator,noun,,oxford5000,c1,regulator,,,,wordfreq,,,,,,,,,,,,,3.62
regulatory,adjective,,oxford5000,c1,regulatory,C2,,,efllex,regulatory,adjective,lemma+pos,0.0,0.0,0.0,0.0,0.8152,0.2268,1,C1,1.0,4.23
rehabilitation,noun,,oxford5000,c1,rehabilitation,,,,wordfreq,,,,,,,,,,,,,3.99
reign,noun,verb,oxford5000,c1,reign_1,,,,wordfreq,,,,,,,,,,,,,4.07
rejection,noun,,oxford5000,c1,rejection,,B2,cefrj:B2,efllex,rejection,noun,lemma+pos,0.0,0.0,0.0,0.0,3.7427,0.2792,1,C1,1.0,3.9
relevance,noun,,oxford5000,c1,relevance,,,,wordfreq,,,,,,,,,,,,,3.75
reliability,noun,,oxford5000,c1,reliability,,,,wordfreq,,,,,,,,,,,,,3.92
reluctant,adjective,,oxford5000,c1,reluctant,,B2,cefrj:B2,efllex,reluctant,adjective,lemma+pos,0.0,0.0,1.6375,0.0,0.0,0.2268,1,B1,0.0,3.81
remainder,noun,,oxford5000,c1,remainder_1,,B1,cefrj:B1,efllex,remainder,noun,lemma+pos,0.0,0.0,0.0,0.0,0.6091,0.0803,1,C1,1.0,4.03
remains,noun,,oxford5000,c1,remains,,B2,cefrj:B2,efllex,remains,noun,lemma+pos,0.0,0.0,1.6375,11.2911,7.445,5.556,9,B1,0.92,4.8
remedy,noun,,oxford5000,c1,remedy_1,,B1,cefrj:B1,efllex,remedy,noun,lemma+pos,0.0,6.2092,0.0,5.8056,2.4455,3.8552,12,A2,0.571,3.82
reminder,noun,,oxford5000,c1,reminder,,B2,cefrj:B2,efllex,reminder,noun,lemma+pos,0.0,0.0,0.5308,0.8294,0.0,0.4205,2,B1,0.61,4.12
reminisce,verb,,octanove,,,C1,,,efllex,reminisce,verb,lemma+pos,0.0,0.0,0.0,0.0,0.8152,0.2268,1,C1,1.0,2.84
reminiscent,adjective,,octanove,,,C1,,,efllex,reminiscent,adjective,lemma+pos,0.0,0.0,0.0,0.0,0.8152,0.2268,1,C1,1.0,3.61
removal,noun,,oxford5000,c1,removal,,,,efllex,removal,noun,lemma+pos,0.0,0.0,0.0,3.8497,5.057,2.4339,4,B2,1.0,4.35
render,verb,,oxford5000,c1,render,C1,,,efllex,render,verb,lemma+pos,0.0,0.0,0.0,0.0,0.8152,0.2268,1,C1,1.0,3.78
renew,verb,,oxford5000,c1,renew,,B1,cefrj:B1,efllex,renew,verb,lemma+pos,0.0,0.0,0.0,0.8294,0.0,0.2268,1,B2,1.0,3.73
renowned,adjective,,oxford5000,c1,renowned,,,,efllex,renowned,adjective,lemma+pos,0.0,0.0,0.0,0.0,0.8152,0.2268,1,C1,1.0,3.96
rental,noun,,oxford5000,c1,rental,,B2,cefrj:B2,efllex,rental,noun,lemma+pos,0.0,0.0,0.0,0.5926,0.0,0.0504,1,B2,1.0,4.1
replacement,noun,,oxford5000,c1,replacement,,B2,cefrj:B2,efllex,replacement,noun,lemma+pos,0.0,0.0,0.0,0.8294,0.0,0.2268,1,B2,1.0,4.44
reportedly,adverb,,oxford5000,c1,reportedly,,,,efllex,reportedly,adverb,lemma+pos,0.0,0.0,0.0,3.619,8.4664,1.8562,7,B2,1.0,4.13
representation,noun,,oxford5000,c1,representation,,,,efllex,representation,noun,lemma+pos,0.0,0.0,0.0,0.0,0.8152,0.2268,1,C1,1.0,4.34
reproduce,verb,,oxford5000,c1,reproduce,,B1,cefrj:B1,wordfreq,,,,,,,,,,,,,3.63
reproduction,noun,,oxford5000,c1,reproduction,,,,wordfreq,,,,,,,,,,,,,3.79
republic,noun,,oxford5000,c1,republic,,B1,cefrj:B1,wordfreq,,,,,,,,,,,,,4.6
resemble,verb,,oxford5000,c1,resemble,,B1,cefrj:B1,efllex,resemble,verb,lemma+pos,0.0,0.0,1.3622,0.0,0.0,0.0812,1,B1,0.0,3.73
resent,verb,,octanove,,,C1,,,efllex,resent,verb,lemma+pos,0.0,0.0,0.0,1.3498,0.0,0.1147,2,B2,1.0,3.38
reside,verb,,oxford5000,c1,reside,,,,efllex,reside,verb,lemma+pos,0.0,0.0,1.3622,0.0,0.0,0.0812,1,B1,0.0,3.67
residence,noun,,oxford5000,c1,residence,,B2,cefrj:B2,efllex,residence,noun,lemma+pos,0.0,0.0,0.0,1.6588,0.0,0.4535,2,B2,1.0,4.36
residential,adjective,,oxford5000,c1,residential,,B1,cefrj:B1,efllex,residential,adjective,lemma+pos,0.0,0.0,1.6375,0.0,4.6544,1.2795,3,B1,0.74,4.33
residue,noun,,oxford5000,c1,residue,C2,,,wordfreq,,,,,,,,,,,,,3.53
resignation,noun,,oxford5000,c1,resignation,,B2,cefrj:B2,wordfreq,,,,,,,,,,,,,4.02
resistance,noun,,oxford5000,c1,resistance,,B2,cefrj:B2,efllex,resistance,noun,lemma+pos,0.0,0.0,0.0,4.0071,0.8152,1.2157,3,B2,1.0,4.55
resort,verb,,octanove,,,C1,,,efllex,resort,verb,lemma+pos,0.0,0.0,0.0,0.0,0.1559,0.0314,1,C1,1.0,4.37
respective,adjective,,oxford5000,c1,respective,,,,wordfreq,,,,,,,,,,,,,4.19
respectively,adverb,,oxford5000,c1,respectively,,,,wordfreq,,,,,,,,,,,,,4.45
restoration,noun,,oxford5000,c1,restoration,C1,,,efllex,restoration,noun,lemma+pos,0.0,0.0,0.0,0.0,0.1559,0.0314,1,C1,1.0,4.11
restraint,noun,,oxford5000,c1,restraint,,,,wordfreq,,,,,,,,,,,,,3.64
resume,verb,,oxford5000,c1,resume_1,,B2,cefrj:B2,efllex,resume,verb,lemma+pos,0.0,0.0,0.0,0.3154,0.0,0.045,1,B2,1.0,4.12
retreat,noun,verb,oxford5000,c1,retreat_1,,B2,cefrj:B2,efllex,retreat,noun,lemma+pos,0.0,0.0,0.0,0.2972,0.8152,0.899,2,B2,1.0,4.13
retrieve,verb,,oxford5000,c1,retrieve,,B2,cefrj:B2,wordfreq,,,,,,,,,,,,,3.69
revelation,noun,,oxford5000,c1,revelation,,B2,cefrj:B2,wordfreq,,,,,,,,,,,,,3.96
revenge,noun,,oxford5000,c1,revenge_1,,B2,cefrj:B2,efllex,revenge,noun,lemma+pos,0.0,0.0,1.131,16.039,38.4619,14.3058,18,B1,0.98,4.28
reverse,adjective,noun;verb,oxford5000,c1,reverse_3,,,,efllex,reverse,adjective,lemma+pos,0.0,0.0,0.0,0.8294,0.0,0.2268,1,B2,1.0,4.37
revival,noun,,oxford5000,c1,revival,,B2,cefrj:B2,wordfreq,,,,,,,,,,,,,3.93
revive,verb,,oxford5000,c1,revive,,B2,cefrj:B2,efllex,revive,verb,lemma+pos,0.0,0.0,0.0,0.4103,0.0,0.0803,1,B2,1.0,3.68
revolutionary,adjective,,oxford5000,c1,revolutionary_1,,B2,cefrj:B2,efllex,revolutionary,adjective,lemma+pos,0.0,0.5559,0.0,0.0,4.6746,1.5226,3,A2,0.894,4.17
rhetoric,noun,,oxford5000,c1,rhetoric,C2,,,wordfreq,,,,,,,,,,,,,3.95
rifle,noun,,oxford5000,c1,rifle_1,,,,efllex,rifle,noun,lemma+pos,0.0,0.0,0.0,0.0,0.9357,0.0698,1,C1,1.0,4.18
riot,noun,,oxford5000,c1,riot_1,,,,wordfreq,,,,,,,,,,,,,4.09
rip,verb,,oxford5000,c1,rip_1,,B2,cefrj:B2,efllex,rip,verb,lemma+pos,0.0,0.0,0.0,0.0,4.923,0.7108,2,C1,1.0,4.26
ritual,noun,,oxford5000,c1,ritual_1,,B2,cefrj:B2,efllex,ritual,noun,lemma+pos,0.0,0.0,0.0,0.0,3.4969,0.6444,2,C1,1.0,4.02
robust,adjective,,oxford5000,c1,robust,C1,,,wordfreq,,,,,,,,,,,,,3.94
rod,noun,,oxford5000,c1,rod_1,,,,wordfreq,,,,,,,,,,,,,4.14
rotate,verb,,oxford5000,c1,rotate,C1,,,wordfreq,,,,,,,,,,,,,3.58
rotation,noun,,oxford5000,c1,rotation,,,,wordfreq,,,,,,,,,,,,,4.08
rudimentary,adjective,,octanove,,,C1,,,efllex,rudimentary,adjective,lemma+pos,0.0,0.0,0.0,0.0,4.6544,0.7357,2,C1,1.0,3.17
ruling,noun,,oxford5000,c1,ruling_1,,,,efllex,ruling,noun,lemma+pos,0.0,0.0,0.0,0.0,0.1559,0.0314,1,C1,1.0,4.29
sack,verb,,oxford5000,c1,sack_1,,B2,cefrj:B2,efllex,sack,verb,lemma+pos,0.0,0.0,2.5892,3.9351,0.1804,2.412,4,B1,0.614,3.91
sacred,adjective,,oxford5000,c1,sacred,,B1,cefrj:B1,efllex,sacred,adjective,lemma+pos,0.0,0.0,0.377,0.0,0.6091,0.4056,2,B1,0.618,4.24
sacrifice,noun,verb,oxford5000,c1,sacrifice_1,C1,,,efllex,sacrifice,noun,lemma+pos,0.0,0.0,0.0,0.1012,9.3403,2.2853,4,B2,1.0,4.29
saint,noun,,oxford5000,c1,saint,,,,efllex,saint,noun,lemma+pos,0.0,0.0,0.0,0.0,0.9086,0.0678,1,C1,1.0,4.41
salvage,verb,,octanove,,,C1,,,efllex,salvage,verb,lemma+pos,0.0,0.0,0.0,0.0,0.8152,0.2268,1,C1,1.0,3.65
sanction,noun,,oxford5000,c1,sanction_1,,,,wordfreq,,,,,,,,,,,,,3.43
scathing,adjective,,octanove,,,C1,,,efllex,scathing,adjective,lemma+pos,0.0,0.0,0.0,0.0,0.8152,0.2268,1,C1,1.0,2.97
scattered,adjective,,oxford5000,c1,scattered,,,,efllex,scattered,adjective,lemma+pos,0.0,0.0,0.0,0.0,1.0665,0.0796,1,C1,1.0,3.97
sceptical,adjective,,oxford5000,c1,sceptical,,,,efllex,sceptical,adjective,lemma+pos,0.0,0.0,0.0,0.0,0.8152,0.2268,1,C1,1.0,3.09
scope,noun,,oxford5000,c1,scope_1,,B1,cefrj:B1,efllex,scope,noun,lemma+pos,0.0,0.0,0.0,0.0,0.8152,0.2268,1,C1,1.0,4.26
screenplay,noun,,octanove,,,C1,,,efllex,screenplay,noun,lemma+pos,0.0,1.1119,0.0,0.8294,0.0,0.874,2,A2,0.427,3.54
scrutinize,verb,,octanove,,,C1,,,efllex,scrutinise,verb,lemma+pos,0.0,0.0,0.0,0.0,0.8152,0.2268,1,C1,1.0,2.76
scrutiny,noun,,oxford5000,c1,scrutiny,C1,,,wordfreq,,,,,,,,,,,,,3.74
seal,verb,noun,oxford5000,c1,seal_1,,,,efllex,seal,verb,lemma+pos,0.0,0.0,0.0,4.0091,0.0,0.6624,2,B2,1.0,4.3
secular,adjective,,oxford5000,c1,secular,C2,,,wordfreq,,,,,,,,,,,,,3.95
seemingly,adverb,,oxford5000,c1,seemingly,,,,efllex,seemingly,adverb,lemma+pos,0.0,0.0,0.0,4.0071,4.6544,2.1799,4,B2,1.0,4.1
segment,noun,,oxford5000,c1,segment_1,,B2,cefrj:B2,efllex,segment,noun,lemma+pos,0.0,0.0,0.0,0.0,1.2183,0.1606,2,C1,1.0,4.26
seize,verb,,oxford5000,c1,seize,,B1,cefrj:B1,efllex,seize,verb,lemma+pos,0.0,0.0,0.0,0.6524,24.6877,4.9626,8,B2,1.0,3.8
seldom,adverb,,oxford5000,c1,seldom,,B2,cefrj:B2,efllex,seldom,adverb,lemma+pos,0.0,0.0,0.0,0.6524,4.6544,1.4736,3,B2,1.0,3.63
selective,adjective,,oxford5000,c1,selective,,,,efllex,selective,adjective,lemma+pos,0.0,0.0,0.296,0.0,0.0,0.0314,1,B1,0.0,3.88
sensation,noun,,oxford5000,c1,sensation,,B1,cefrj:B1,efllex,sensation,noun,lemma+pos,0.0,0.5559,0.0,0.8205,1.8714,2.4352,5,A2,0.829,3.9
sensitivity,noun,,oxford5000,c1,sensitivity,,,,wordfreq,,,,,,,,,,,,,3.95
sentiment,noun,,oxford5000,c1,sentiment,C1,,,wordfreq,,,,,,,,,,,,,4.03
